mibig_name,filename,accession,completeness,kingdom,mibig
BGC0000521,lacticin.fasta,U91581.1,Unknown,bacteria,RiPP
BGC0001777,BGC0001777.fna,BK010418.1,Unknown,fungi,Terpene
BGC0000605,GE37468.fasta,JN052143.1,Unknown,bacteria,RiPP
BGC0001099,kalimantacin.fasta,GU479979.1,complete,bacteria,NRP__Polyketide
BGC0001694,neoabyssomincin_abyssomicin.fasta,MG243704.1,Unknown,bacteria,Polyketide
BGC0000533,mutacin_III.fasta,AF154675.1,Unknown,bacteria,RiPP
BGC0001516,BGC0001516.fna,NW_002477238.1,Unknown,fungi,NRP
BGC0000200,BGC0000200.fasta,KF931341.1,complete,bacteria,Polyketide__Saccharide
BGC0001649,lavendiol.fasta,LC330869.1,Unknown,bacteria,Polyketide
BGC0002260,BGC0002260.fna,MT383109.1,Unknown,fungi,Terpene
BGC0000275,tetracenomyin.fasta,M80674.1,complete,bacteria,Polyketide
BGC0001376,BGC0001376.fasta,KT713752.1,Unknown,bacteria,Polyketide
BGC0002185,BGC0002185.fna,LC522971.1,Unknown,fungi,Polyketide
BGC0002073,BGC0002073.fasta,RBMD01000006.1,Unknown,bacteria,NRP
BGC0000383,luminmycin.fasta,CP024901.1,Unknown,bacteria,NRP__Polyketide
BGC0000446,BGC0000446.fasta,HG425356.1,complete,bacteria,NRP
BGC0002212,BGC0002212.fna,AWSO01000045.1,Unknown,fungi,Polyketide
BGC0001178,BGC0001178.fasta,KF192710.1,complete,bacteria,NRP
BGC0001519,BGC0001519_aurantimycin.fasta,AOPZ01000014.1,Unknown,bacteria,NRP__Polyketide
BGC0001797,BGC0001797_telomestatin.fasta,LC318724.1,Unknown,bacteria,RiPP
BGC0001828,BGC0001828_zincophorin.fasta,KT345957.1,Unknown,bacteria,Polyketide
BGC0002116,BGC0002116.fasta,NZ_WHZZ01000001.1,complete,bacteria,RiPP
BGC0001113,BGC0001113.fasta,KJ461964.1,Unknown,bacteria,NRP__Polyketide
BGC0000502,cerecidin.fasta,KJ000001.1,Unknown,bacteria,RiPP
BGC0000441,BGC0000441.fasta,AJ632270.1,Unknown,bacteria,NRP
BGC0000093,meilingmycin.fasta,FJ952082.1,Unknown,bacteria,Polyketide
BGC0002485,BGC0002485.fasta,MK806443.1,Unknown,bacteria,Alkaloid__RiPP
BGC0002114,BGC0002114.fna,MW053453.1,complete,bacteria,NRP__Polyketide
BGC0000894,citrinin.fasta,EU309474.1,incomplete,fungi,Other
BGC0002036,BGC0002036.fna,JNXL01000002.1,Unknown,bacteria,Other
BGC0001439,cervimycin.fasta,KZ195574.1,complete,bacteria,Polyketide__Saccharide
BGC0000795,BGC0000795.fna,AY442352.1,Unknown,bacteria,Saccharide
BGC0001367,BGC0001367.fasta,CP001804.1,Unknown,bacteria,NRP__Polyketide
BGC0001467,BGC0001467_Hapalosin.fasta,NZ_KE650771.1,complete,bacteria,NRP__Polyketide
BGC0000068,platinum_BGC0000068.fasta,DQ914285.1,Unknown,bacteria,Polyketide
BGC0002643,BGC0002643.fna,MT225528.1,Unknown,bacteria,Alkaloid
BGC0000435,syringafactin.fasta,AE016853.1,Unknown,bacteria,NRP
BGC0002517,BGC0002517.fna,MN305323.1,Unknown,bacteria,Polyketide
BGC0000909,BGC0000909.fasta,AB070939.1,Unknown,bacteria,Other
BGC0001410,BGC0001410.fna,AF189282.1,Unknown,bacteria,Saccharide
BGC0002236,BGC0002236.fna,AP007175.1,Unknown,fungi,Polyketide
BGC0002523,LC529898.1.fasta,LC529898.1,Unknown,bacteria,NRP
BGC0002429,BGC0002429.fna,CM004458.1,Unknown,fungi,Polyketide__Terpene
BGC0002505,BGC0002505.fna,MT876600.1,Unknown,fungi,NRP__Polyketide
BGC0001986,BGC0001986.fna,MN190176.1,Unknown,bacteria,Other
BGC0000285,BGC0000285.fna,AY078067.1,complete,bacteria,Polyketide__Saccharide
BGC0000612,thiocillin.fasta,AE016877.1,complete,bacteria,RiPP
BGC0000884,BGC0000884.fasta,FJ788104.1,Unknown,bacteria,Other
BGC0001102,malleilactone.fasta,CP000085.1,complete,bacteria,NRP__Polyketide
BGC0001884,BGC0001884.fna,BK010684.1,Unknown,bacteria,NRP__Polyketide
BGC0001505,BGC0001505_anacyclamide_D8P.fasta,MF140698.1,Unknown,bacteria,RiPP
BGC0000040,concanamycin_A.fasta,DQ149987.1,Unknown,bacteria,Polyketide
BGC0000684,BGC0000684.fasta,BN001301.1,Unknown,fungi,Polyketide
BGC0001345,BGC0001345.fasta,AF299336.1,Unknown,bacteria,NRP
BGC0000616,BGC0000616.fasta,CP000560.1,complete,bacteria,RiPP
BGC0000861,BGC0000861.fasta,EU719604.1,Unknown,bacteria,Other
BGC0000108,natamycin.fasta,HQ386234.1,Unknown,bacteria,Polyketide
BGC0001562,BGC0001562_curacomycin.fasta,LMWJ01000003.1,incomplete,bacteria,NRP
BGC0001907,BGC0001907.fna,KV884643.1,Unknown,fungi,Polyketide
BGC0000607,BGC0000607.fasta,KM613043.1,Unknown,bacteria,RiPP
BGC0001571,BGC0001571.fna,MG886384.1,Unknown,fungi,Terpene
BGC0000942,BGC0000942.fna,AE016879.1,complete,bacteria,Other
BGC0001074,BGC0001074.fasta,JJOH01000002.1,Unknown,bacteria,Polyketide__Saccharide
BGC0001836,BGC0001836.fasta,BK010667.1,complete,bacteria,Polyketide
BGC0002473,BGC0002473.fna,NZ_KB892261.1,Unknown,bacteria,NRP
BGC0001348,BGC0001348.fasta,NZ_JOBF01000033.1,complete,bacteria,Polyketide
BGC0000756,BGC0000756.fna,FJ965542.1,Unknown,bacteria,Saccharide
BGC0000003,AF-toxin.fasta,AB179766.1,Unknown,fungi,Polyketide
BGC0001556,BGC0001556.fna,MH167394.1,Unknown,bacteria,NRP__Polyketide
BGC0000267,saquayamycin.fasta,FJ670504.1,complete,bacteria,Polyketide__Saccharide
BGC0001303,lobosamide.fasta,KT209587.1,Unknown,bacteria,Polyketide
BGC0000906,BGC0000906.fna,EU068732.1,Unknown,bacteria,Other
BGC0000546,BGC0000546.fasta,NZ_DS999645.1,complete,bacteria,RiPP
BGC0002423,BGC0002423.fna,JAGSIB010000059.1,Unknown,bacteria,Other
BGC0000907,BGC0000907.fasta,EU124663.1,Unknown,bacteria,Other
BGC0002543,BGC0002543.fasta,MN518690.1,Unknown,fungi,NRP
BGC0002539,BGC0002539.fasta,MT459796.1,Unknown,fungi,Alkaloid
BGC0001046,streptolydigin.fasta,FN433113.1,complete,bacteria,NRP__Polyketide__Saccharide
BGC0000725,BGC0000725.fna,AE004091.2,Unknown,bacteria,Saccharide
BGC0001073,kosinostatin.fasta,JN038178.1,Unknown,bacteria,NRP__Polyketide
BGC0001149,BGC0001149.fasta,CBLV010000330.1,complete,bacteria,NRP__Saccharide
BGC0000789,BGC0000789.fna,DQ220292.1,Unknown,bacteria,Saccharide
BGC0002165,BGC0002165.fasta,CH445335.1,Unknown,fungi,Polyketide
BGC0000366,gobichelin.fasta,KC215181.1,Unknown,bacteria,NRP
BGC0002211,BGC0002211.fna,KV441552.1,Unknown,fungi,Polyketide
BGC0001792,BGC0001792_surugamide_D.fasta,CP004370.1,Unknown,bacteria,NRP
BGC0001335,borregomycin.fasta,JX827455.1,complete,bacteria,Alkaloid
BGC0001067,fumagillin.fasta,CM000176.1,complete,fungi,Polyketide__Terpene
BGC0000545,ruminococcin.fasta,AJ276653.2,Unknown,bacteria,RiPP
BGC0001888,BGC0001888.fna,CM003146.1,Unknown,fungi,Other
BGC0000716,BGC0000716.fna,U70376.2,Unknown,bacteria,Saccharide
BGC0001245,BGC0001245.fasta,KJ434938.1,Unknown,fungi,Polyketide
BGC0002468,BGC0002468.fna,AY312585.1,Unknown,bacteria,NRP
BGC0001568,Cytorhodin_Y.fasta,MF773975.1,Unknown,bacteria,Polyketide
BGC0001837,BK010645.1.fasta,BK010645.1,Unknown,bacteria,Polyketide
BGC0002525,BGC0002525.fasta,LC516401.1,Unknown,fungi,Polyketide
BGC0000094,Pikromycin.fasta,AF079138.1,incomplete,bacteria,Polyketide__Saccharide
BGC0000720,BGC0000720.fasta,AJ579650.1,Unknown,bacteria,Saccharide
BGC0000102,mycinamicin.fasta,AB089954.2,Unknown,bacteria,Polyketide
BGC0000922,BGC0000922.fna,AE004091.2,Unknown,bacteria,Other
BGC0001068,BGC0001068.fasta,FW556769.1,Unknown,bacteria,Polyketide__Terpene
BGC0000635,BGC0000635.fna,AB206672.1,Unknown,bacteria,Terpene
BGC0002616,BGC0002616.fasta,KU234531.1,Unknown,fungi,Polyketide
BGC0001703,BGC0001703_nocuolin_A.fasta,KP143720.1,Unknown,bacteria,Other
BGC0001084,BGC0001084.fasta,HM622670.1,complete,fungi,Alkaloid__NRP__Terpene
BGC0002126,BGC0002126.fna,CP072597.1,complete,bacteria,NRP
BGC0001343,BGC0001343.fasta,AM404078.2,Unknown,bacteria,Polyketide
BGC0002638,BGC0002638.fna,QHKJ02000004.1,Unknown,bacteria,NRP
BGC0000690,BGC0000690.fasta,AJ006985.1,Unknown,bacteria,Saccharide
BGC0000956,andrimid.fasta,AY192157.1,complete,bacteria,NRP__Polyketide
BGC0001972,BGC0001972.fna,MK256951.1,Unknown,bacteria,Other
BGC0002097,BGC0002097.fna,CP059322.1,complete,bacteria,NRP__Polyketide__Saccharide
BGC0001054,xenocoumacin.fasta,FN667742.1,complete,bacteria,NRP__Polyketide
BGC0001829,BGC0001829_alpha_beta_epoxyketone.fasta,LN999909.1,Unknown,bacteria,NRP__Polyketide
BGC0000437,BGC0000437.fasta,CP000075.1,Unknown,bacteria,NRP
BGC0000986,BGC0000986.fasta,BN001209.1,Unknown,bacteria,NRP__Polyketide
BGC0002157,BGC0002157.fna,CP044618.1,Unknown,fungi,Alkaloid__NRP
BGC0002047,BGC0002047.fasta,MT023106.1,Unknown,bacteria,Polyketide
BGC0002264,BGC0002264.fna,MBFL02000005.1,Unknown,fungi,NRP
BGC0002531,BGC0002531.fna,CP000440.1,Unknown,bacteria,NRP
BGC0000874,blasticidin.fasta,AY196214.1,Unknown,bacteria,Other
BGC0002428,BGC0002428.fna,CM000575.1,Unknown,fungi,Polyketide__Terpene
BGC0002695,BGC0002695.fna,JABJUQ010000007.1,Unknown,bacteria,NRP
BGC0000063,BGC0000063.fasta,EU449979.1,Unknown,fungi,Polyketide
BGC0002053,MT149903.1.fasta,MT149903.1,complete,bacteria,RiPP
BGC0000411,putisolvin.fasta,DQ151887.2,Unknown,bacteria,NRP
BGC0000134,radicicol.fasta,EU520419.1,Unknown,fungi,Polyketide
BGC0000630,BGC0000630.fna,AY957386.1,Unknown,bacteria,Terpene
BGC0000080,jerangolid.fasta,DQ897668.1,Unknown,bacteria,Polyketide
BGC0000999,BGC0000999.fasta,EF028635.2,Unknown,bacteria,NRP__Polyketide
BGC0000340,BGC0000340.fna,KJ156360.1,Unknown,bacteria,NRP
BGC0000489,enterocin_AS-48.fasta,Y12234.1,Unknown,bacteria,RiPP
BGC0000527,mersacidin.fasta,AJ250862.2,Unknown,bacteria,RiPP
BGC0000083,lactimidomycin.fasta,GQ274954.1,complete,bacteria,Polyketide
BGC0001372,BGC0001372.fasta,KX528209.1,Unknown,fungi,Terpene
BGC0002108,MT417183.1.fasta,MT417183.1,Unknown,bacteria,NRP
BGC0000677,BGC0000677.fna,AB448947.1,complete,bacteria,Terpene
BGC0000724,BGC0000724.fasta,AP009493.1,Unknown,bacteria,Saccharide
BGC0002351,MT431590.1.fasta,MT431590.1,Unknown,bacteria,NRP
BGC0002079,BGC0002079.fna,MN161666.1,complete,bacteria,NRP
BGC0000006,BGC0000006.fasta,AY510451.1,Unknown,fungi,Polyketide
BGC0000067,BGC0000067.fasta,DQ249341.1,Unknown,bacteria,Polyketide
BGC0000248,BGC0000248.fasta,JAKQYH010000014.1,complete,bacteria,Polyketide
BGC0001344,tubulysin.fasta,GU002154.1,Unknown,bacteria,NRP__Polyketide
BGC0001532,BGC0001532.fasta,KY810814.1,Unknown,bacteria,NRP
BGC0000870,BGC0000870.fna,AL123456.3,Unknown,bacteria,Other
BGC0000203,BE-7585A.fasta,HM055942.1,Unknown,bacteria,Polyketide
BGC0001375,BGC0001375.fna,LC027937.1,Unknown,fungi,Terpene
BGC0002130,MT210103.1.fasta,MT210103.1,complete,bacteria,RiPP
BGC0001624,BGC0001624.fna,KU963195.1,Unknown,fungi,Other
BGC0001611,BGC0001611_guangnanmycin.fasta,MF925481.1,Unknown,bacteria,NRP__Polyketide
BGC0000881,Toyocamycin.fasta,JX576291.1,Unknown,bacteria,Other
BGC0000914,BGC0000914.fasta,AL589148.1,Unknown,bacteria,Other
BGC0000220,enterocin.fasta,AF254925.1,complete,bacteria,Polyketide
BGC0001970,BGC0001970.fna,MK142792.1,Unknown,bacteria,NRP__Polyketide
BGC0000272,BGC0000272.fna,AF293354.1,Unknown,bacteria,Polyketide
BGC0002327,BGC0002327.fna,MT844061.1,Unknown,bacteria,NRP
BGC0001379,BGC0001379.fasta,LC122485.1,Unknown,bacteria,NRP
BGC0002680,BGC0002680.fna,AE016825.1,Unknown,bacteria,NRP
BGC0001493,BGC0001493_achromosin.fasta,NZ_JODT01000002.1,Unknown,bacteria,RiPP
BGC0002291,BGC0002291.fna,CP025018.1,Unknown,bacteria,Polyketide
BGC0000762,BGC0000762.fna,AF028810.2,Unknown,bacteria,Saccharide
BGC0002160,BGC0002160.fna,CP044616.1,Unknown,fungi,NRP
BGC0000219,elloramycin.fasta,AM900040.1,complete,bacteria,Polyketide__Saccharide
BGC0000937,BGC0000937.fna,KF386865.1,incomplete,bacteria,Other
BGC0001750,BGC0001750_pyrronazol_B.fasta,MF817819.1,Unknown,bacteria,NRP__Polyketide
BGC0001753,BGC0001753_globimycin.fasta,NZ_JNZK01000003.1,Unknown,bacteria,RiPP
BGC0001954,BGC0001954.fna,MH399766.1,Unknown,fungi,NRP__Polyketide
BGC0000763,BGC0000763.fna,AF077292.2,Unknown,bacteria,Saccharide
BGC0001951,BGC0001951.fna,MH325198.1,Unknown,bacteria,NRP
BGC0000857,BGC0000857.fasta,EU315063.1,Unknown,bacteria,Other
BGC0000113,niddamycin.fasta,AF016585.1,Unknown,bacteria,Polyketide
BGC0001857,BGC0001857.fna,MK425157.1,complete,fungi,Alkaloid__NRP__Polyketide
BGC0001050,KC181865.1.fasta,KC181865.1,Unknown,bacteria,NRP__Polyketide
BGC0001725,BGC0001725.fna,AB005787.1,Unknown,bacteria,Other
BGC0001985,MN170532.1.fasta,MN305320.1,Unknown,bacteria,Other
BGC0002546,BGC0002546.fna,MN367318.1,Unknown,fungi,NRP__Polyketide
BGC0000544,planosporicin.fasta,HF570921.1,complete,bacteria,RiPP
BGC0002198,BGC0002198.fna,MT376588.1,Unknown,fungi,NRP
BGC0000371,BGC0000371.fasta,AP008957.1,Unknown,bacteria,NRP
BGC0000406,Phosphothricin.fasta,X65195.2,complete,bacteria,NRP
BGC0001719,MN901947.1.fasta,MN901947.1,Unknown,bacteria,Polyketide
BGC0002434,BGC0002434.fna,MT419890.1,Unknown,bacteria,NRP__Polyketide
BGC0002538,BGC0002538.fna,MN432487.1,Unknown,fungi,Polyketide
BGC0000871,BGC0000871.fna,CP000113.1,complete,bacteria,Other
BGC0002591,BGC0002591.fna,KY810820.1,Unknown,bacteria,Polyketide__Terpene
BGC0002089,BGC0002089.fasta,FN554889.1,Unknown,bacteria,NRP
BGC0001331,BGC0001331_BE_43547A1.fasta,NZ_KB900339.1,complete,bacteria,NRP__Polyketide
BGC0001021,mycobactin.fasta,AL123456.3,Unknown,bacteria,NRP__Polyketide
BGC0001103,mycosubtilin.fasta,AF184956.1,Unknown,bacteria,NRP__Polyketide
BGC0000385,BGC0000385.fna,JF412274.1,Unknown,bacteria,NRP
BGC0001305,BGC0001305.fasta,HF679030.1,Unknown,fungi,Polyketide
BGC0002540,MN604040.1.fasta,MN604040.1,Unknown,bacteria,Polyketide
BGC0002731,BGC0002731.fna,MN200101.1,Unknown,fungi,Polyketide
BGC0001789,BGC0001789_suicin_90_1330.fasta,KU867866.1,Unknown,bacteria,RiPP
BGC0001604,BGC0001604.fna,KT216505.1,Unknown,fungi,Terpene
BGC0001358,BGC0001358.fasta,LSBH01000002.1,Unknown,fungi,NRP__Polyketide
BGC0001876,BGC0001876.fna,KC181864.1,Unknown,bacteria,NRP
BGC0002266,BGC0002266.fna,CDMC01000002.1,Unknown,fungi,Polyketide__Terpene
BGC0000326,complestatin.fasta,AF386507.1,Unknown,bacteria,NRP
BGC0002244,BGC0002244.fna,JAANBA010000208.1,Unknown,fungi,Polyketide
BGC0002444,BGC0002444.fna,MN508661.1,Unknown,fungi,
BGC0000730,BGC0000730.fna,AB289647.1,Unknown,bacteria,Saccharide
BGC0000477,patellin.fasta,EU290742.1,complete,bacteria,RiPP
BGC0001484,BGC0001484.fna,KP025768.1,Unknown,bacteria,Other
BGC0002376,BGC0002376.fna,MK433001.1,Unknown,bacteria,Polyketide
BGC0001642,BGC0001642.fna,HF679030.1,Unknown,fungi,Terpene
BGC0000016,BGC0000016.fasta,AY636001.1,incomplete,bacteria,Other
BGC0002024,BGC0002024.fna,MH544245.1,Unknown,bacteria,Polyketide
BGC0001404,BGC0001404.fasta,AM920436.1,Unknown,fungi,Polyketide
BGC0000657,BGC0000657.fna,HQ830028.1,complete,bacteria,Terpene
BGC0000580,xanthomonin.fasta,AEQX01000392.1,Unknown,bacteria,RiPP
BGC0001696,BGC0001696_neothioviridamide.fasta,LC310987.1,Unknown,bacteria,RiPP
BGC0000943,BGC0000943.fna,LS483365.1,Unknown,bacteria,Other
BGC0002716,BGC0002716.fna,CP024901.1,Unknown,bacteria,NRP
BGC0001400,BGC0001400.fasta,CH476608.1,Unknown,fungi,Polyketide
BGC0002109,BGC0002109.fna,MK371213.1,Unknown,bacteria,NRP
BGC0000039,compactin.fasta,AB072893.1,Unknown,fungi,Polyketide
BGC0001788,BGC0001788_suicin_65.fasta,KU867868.1,Unknown,bacteria,RiPP
BGC0001019,BGC0001019.fasta,KF657738.1,complete,bacteria,NRP__Polyketide
BGC0002138,BGC0002138.fna,NSJV01000558.1,Unknown,bacteria,Polyketide
BGC0000811,BGC0000811.fna,AAHF01000001.1,Unknown,fungi,Alkaloid
BGC0001213,BGC0001213.fasta,KK106988.1,Unknown,bacteria,Polyketide
BGC0001588,BGC0001588.fna,NC_017831.1,Unknown,bacteria,Saccharide
BGC0001576,BGC0001576_divamide_A.fasta,KY115608.1,Unknown,bacteria,RiPP
BGC0000417,rhodochelin.fasta,CP000431.1,Unknown,bacteria,NRP
BGC0000964,burkholdac.fasta,CP000086.1,complete,bacteria,NRP__Polyketide
BGC0000561,BGC0000561.fasta,AB434921.1,Unknown,bacteria,RiPP
BGC0001477,BGC0001477_lydicamycin.fasta,MG459168.1,complete,bacteria,NRP__Polyketide
BGC0000910,BGC0000910.fasta,AL645882.2,Unknown,bacteria,Other
BGC0002193,BGC0002193.fna,CH476606.1,Unknown,fungi,
BGC0002213,BGC0002213.fna,JH687542.1,Unknown,fungi,Polyketide
BGC0000402,paenilarvin.fasta,CP003355.1,Unknown,bacteria,NRP
BGC0001043,BGC0001043.fasta,AP009493.1,Unknown,bacteria,NRP__Polyketide
BGC0001614,BGC0001614_hassallidin_E.fasta,LT546031.1,Unknown,bacteria,NRP
BGC0000813,BGC0000813.fasta,DQ399653.1,Unknown,bacteria,Alkaloid
BGC0000196,BGC0000196.fasta,BX470251.1,complete,bacteria,Polyketide
BGC0000330,platinum_cupriachelin.fasta,AM260480.1,complete,bacteria,NRP
BGC0000748,BGC0000748.fasta,AF363059.1,Unknown,bacteria,Saccharide
BGC0000678,BGC0000678.fna,BA000030.3,Unknown,bacteria,Terpene
BGC0001713,BGC0001713_ochrobactin.fasta,JYFX01000060.1,Unknown,bacteria,Other
BGC0002225,BGC0002225.fna,KV878977.1,Unknown,fungi,Terpene
BGC0000107,naphthopyrone.fasta,BN001302.1,Unknown,fungi,Polyketide
BGC0001114,thailanstatin.fasta,JX307851.1,complete,bacteria,NRP__Polyketide
BGC0002524,MT588114.1.fasta,MT588114.1,Unknown,bacteria,NRP
BGC0001246,BGC0001246.fasta,KJ434939.1,Unknown,fungi,Polyketide
BGC0002382,BGC0002382.fasta,FIZY01000027.1,Unknown,bacteria,RiPP
BGC0000703,BGC0000703.fasta,CP023699.1,Unknown,bacteria,Saccharide
BGC0000980,BGC0000980.fasta,GQ385960.1,Unknown,bacteria,NRP__Polyketide
BGC0001812,BGC0001812_tylactone.fasta,MF033535.1,Unknown,bacteria,Polyketide
BGC0000125,BGC0000125.fasta,AJ278573.1,Unknown,bacteria,Polyketide
BGC0000386,BGC0000386.fasta,CP000086.1,complete,bacteria,NRP
BGC0000136,rifamycin.fasta,AF040570.3,Unknown,bacteria,Polyketide
BGC0002435,BGC0002435.fasta,FMCW01000024.1,Unknown,bacteria,Other
BGC0002567,BGC0002567.fna,OLMK01000008.1,Unknown,bacteria,Other
BGC0002181,BGC0002181.fna,LC314149.1,Unknown,fungi,Terpene
BGC0000852,BGC0000852.fasta,AF316874.1,Unknown,bacteria,Other
BGC0001156,BGC0001156.fasta,GQ398492.1,complete,bacteria,Terpene
BGC0000214,BGC0000214.fasta,DQ280500.1,Unknown,bacteria,Polyketide
BGC0002609,BGC0002609.fasta,KX267735.1,Unknown,fungi,NRP__Polyketide
BGC0002256,BGC0002256.fna,BK013344.1,Unknown,fungi,NRP__Other
BGC0000097,MK-449.fasta,FJ872525.1,complete,bacteria,Polyketide
BGC0000583,grisemycin.fasta,AP009493.1,complete,bacteria,RiPP
BGC0001196,BGC0001196.fasta,KP769807.1,Unknown,bacteria,NRP
BGC0001735,BGC0001735.fna,KJ856912.1,Unknown,bacteria,Other
BGC0001610,BGC0001610.fna,KY089035.1,Unknown,bacteria,Other
BGC0000699,hygromycin_B.fasta,AJ628642.1,Unknown,bacteria,Saccharide
BGC0000873,BGC0000873.fasta,X84374.3,Unknown,bacteria,Other
BGC0001893,BGC0001893.fna,CP009812.1,Unknown,fungi,Other
BGC0001012,meridamycin.fasta,DQ885223.1,Unknown,bacteria,NRP__Polyketide
BGC0000638,BGC0000638.fna,D90087.2,Unknown,bacteria,Terpene
BGC0000186,thailandamide.fasta,CP000085.1,complete,bacteria,NRP__Polyketide
BGC0001681,BGC0001681.fna,FQ312004.1,Unknown,bacteria,Other
BGC0001452,BGC0001452_Sipanmycin.fasta,LT986736.1,complete,bacteria,Polyketide
BGC0001995,BGC0001995.fna,NC_036441.1,Unknown,fungi,Terpene
BGC0002063,BGC0002063.fna,MK182094.1,Unknown,fungi,Polyketide
BGC0002021,BGC0002021.fna,AP012319.1,Unknown,bacteria,Polyketide
BGC0000834,novobiocin.fasta,AF170880.4,complete,bacteria,Other__Saccharide
BGC0000918,BGC0000918.fna,AB070935.1,Unknown,bacteria,Other
BGC0001746,BGC0001746.fna,NZ_CM000950.1,Unknown,bacteria,Terpene
BGC0000696,gentamicin.fasta,AJ628149.4,Unknown,bacteria,Saccharide
BGC0001899,BGC0001899.fna,FP929136.1,Unknown,fungi,Polyketide
BGC0000787,BGC0000787.fna,AY493508.1,Unknown,bacteria,Saccharide
BGC0000022,asperfuranone.fasta,AACD01000015.1,Unknown,fungi,Polyketide
BGC0001423,BGC0001423_myxochromide_C.fasta.txt,KX622593.1,complete,bacteria,NRP__Polyketide
BGC0002545,MN296090.1.fasta,MN296090.1,Unknown,bacteria,Polyketide
BGC0002587,MH763624.1.fasta,MH763624.1,Unknown,bacteria,Polyketide
BGC0001501,fil.fasta,KY026488.1,Unknown,bacteria,Alkaloid
BGC0000126,pladienolide.fasta,AB435553.1,Unknown,bacteria,Polyketide
BGC0000309,BGC0000309.fasta,AL009126.3,Unknown,bacteria,NRP
BGC0001640,BGC0001640.fasta,MF620092.1,Unknown,bacteria,RiPP
BGC0000051,ebelactone.fasta,KC894072.1,Unknown,bacteria,Polyketide
BGC0002417,BGC0002417.fna,CP003911.1,Unknown,bacteria,NRP__Polyketide
BGC0000940,BGC0000940.fasta,AL645882.2,complete,bacteria,Other
BGC0000829,Violacein.fasta,AF172851.1,complete,bacteria,Alkaloid
BGC0001415,BGC0001415.fasta,HG326223.1,Unknown,bacteria,NRP__Polyketide
BGC0002042,MK483114.1.fasta,MK483114.1,complete,bacteria,NRP
BGC0001573,BGC0001573_dihydrolysergic_acid.fasta,KY677717.1,Unknown,fungi,Alkaloid
BGC0001053,BGC0001053.fasta,AJ620477.1,Unknown,bacteria,NRP__Polyketide
BGC0000180,legioliulin.fasta,KM222819.1,complete,bacteria,Polyketide
BGC0001850,BGC0001850.fna,QZWF01000007.1,complete,bacteria,Other
BGC0001737,BGC0001737_phenalamide.fasta,KY646191.1,Unknown,bacteria,NRP__Polyketide
BGC0001963,MH844630.1.fasta,MH844630.1,Unknown,bacteria,NRP__Polyketide
BGC0002559,BGC0002559.fna,MN071207.1,Unknown,bacteria,Polyketide
BGC0002361,BGC0002361.fna,SPQF01000031.1,Unknown,bacteria,Polyketide__Saccharide
BGC0002476,BGC0002476.fasta,U00096.3,Unknown,bacteria,NRP
BGC0000977,cyclopiazonic_acid.fasta,AB506492.1,Unknown,fungi,NRP__Polyketide
BGC0002535,BGC0002535.fna,LC537598.1,Unknown,bacteria,NRP
BGC0001489,BGC0001489_6_hydroxymellein.fasta,MG777496.1,Unknown,fungi,Polyketide
BGC0001275,BGC0001275.fasta,AY941322.1,Unknown,fungi,Polyketide
BGC0002026,MK551162.1.fasta,MK551162.1,Unknown,bacteria,NRP__Polyketide
BGC0002002,BGC0002002.fna,NZ_CP011254.1,Unknown,bacteria,NRP
BGC0000785,BGC0000785.fna,AY028370.1,Unknown,bacteria,Saccharide
BGC0001277,BGC0001277.fasta,AF359361.3,Unknown,fungi,Terpene
BGC0000959,aspyridone.fasta,BN001305.1,complete,fungi,NRP__Polyketide
BGC0001628,BGC0001628_JBIR_95.fasta,LC217607.1,Unknown,bacteria,NRP
BGC0000645,BGC0000645.fna,FJ040212.1,Unknown,bacteria,Terpene
BGC0001378,tiancimycin_BGC0001378.fasta,KT716443.1,Unknown,bacteria,Polyketide
BGC0002194,BGC0002194.fna,KZ107846.1,Unknown,fungi,Polyketide
BGC0000728,BGC0000728.fna,AB289645.1,Unknown,bacteria,Saccharide
BGC0001845,BGC0001845.fna,RCOL01000001.1,complete,bacteria,NRP__Other__Polyketide
BGC0001902,BGC0001902.fna,KP143770.1,Unknown,bacteria,NRP__Polyketide
BGC0000652,BGC0000652.fna,EF397639.1,Unknown,bacteria,Terpene
BGC0000944,BGC0000944.fna,CP000253.1,complete,bacteria,Other
BGC0000004,BGC0000004.fasta,AB196490.1,Unknown,fungi,Polyketide
BGC0001197,BGC0001197.fasta,CP000820.1,Unknown,bacteria,Polyketide
BGC0002062,BGC0002062.fna,MH898872.1,Unknown,fungi,Polyketide
BGC0000686,BGC0000686.fna,CM000172.1,Unknown,fungi,Terpene
BGC0002719,BGC0002719.fna,JAAOIQ010000001.1,Unknown,bacteria,NRP
BGC0002450,BGC0002450.fna,MT026194.1,Unknown,bacteria,Other
BGC0001631,BGC0001631_kasumigamide.fasta,LC160291.1,Unknown,bacteria,NRP__Polyketide
BGC0000100,monensin.fasta,AF440781.1,Unknown,bacteria,Polyketide
BGC0002037,BGC0002037.fna,AE004091.2,Unknown,bacteria,NRP
BGC0002612,BGC0002612.fna,AB981314.1,Unknown,fungi,Terpene
BGC0002597,BGC0002597.fna,MW071172.1,Unknown,bacteria,NRP__Polyketide
BGC0002613,BGC0002613.fasta,JAFHLB010000021.1,Unknown,bacteria,NRP__Polyketide
BGC0001575,BGC0001575_dipeptide_aldehydes.fasta,NZ_ACII02000003.1,Unknown,bacteria,NRP
